# ROI spectrum (quick check)
# Parameter: Photon energy (eV)
# Axis source: PreviewController.currentAxis
Photon energy (eV),Intensity
502.862,1.0785894676849301
503.106,1.0791697360181247
503.256,1.0818276517816088
503.342,1.0839803193029145
503.595,1.084948011285176
503.993,1.0867886935420916
503.958,1.0865701125868066
504.204,1.0858513888158003
504.368,1.0860319335715976
504.568,1.0854070192106429
504.789,1.0842350958393034
505.044,1.0796391106392536
505.423,1.077104818588562
505.749,1.0754597091326747
505.901,1.073914644621924
506.124,1.073317711004609
506.232,1.0707952576121211
506.2,1.0717930854353719
506.37,1.0715859804142618
506.718,1.0718971099429269
507.157,1.0732191368043476
507.065,1.075819199832177
507.475,1.0769726740087249
